crop_age_days,sat_ndvi,sat_ndre,sat_ndwi,sat_evi,sat_temp_celsius,sat_diurnal_temp_range,sat_solar_radiation_kwh_m2,sat_precipitation_mm,gdd,hydro_thermal_index,factory_sugar_recovery_pct
256.3,0.8134,0.3558,0.5766,0.7768,28.1,14.7,8.68,2.77,412.5,33.82,12.85
296.0,0.6994,0.3096,0.4637,0.6522,35.3,14.7,9.32,2.42,690.9,40.02,12.85
315.3,0.6295,0.5259,0.3213,0.5193,32.1,7.9,8.57,0.79,632.7,37.72,12.85
338.6,0.57,0.2847,0.283,0.4211,35.0,7.8,7.72,0.39,779.5,43.33,12.85
424.1,0.7592,0.4487,0.3343,0.6872,29.4,9.4,7.22,0.78,737.4,37.95,12.85
271.9,0.7433,0.4231,0.6057,0.7502,25.6,14.9,5.18,2.62,370.5,21.25,12.85
353.7,0.7098,0.2867,0.6527,0.6613,22.7,8.2,9.43,0.39,379.9,55.46,12.85
374.0,0.8307,0.5186,0.439,0.8539,32.2,13.5,6.73,1.11,754.2,42.87,12.85
232.1,0.7118,0.3774,0.5662,0.6628,23.7,7.9,5.69,2.46,271.5,13.0,10.84
378.0,0.8675,0.4248,0.3344,0.7964,26.2,12.6,8.0,0.65,538.2,60.98,12.85
264.3,0.7344,0.35,0.56,0.6617,29.5,10.2,6.28,1.54,461.4,25.21,12.3
236.9,0.8579,0.4638,0.7016,0.918,29.9,14.1,7.64,0.42,424.1,75.67,12.21
466.7,0.8285,0.1168,0.1866,0.7146,30.4,9.1,7.64,0.17,859.1,59.27,12.85
471.1,0.8617,0.2933,0.5824,0.8111,24.3,12.8,7.01,2.37,580.7,26.49,12.85
430.2,0.6855,0.3863,0.2505,0.5763,27.3,9.1,8.76,0.16,658.9,69.12,12.85
299.2,0.8019,0.5226,0.3021,0.7596,30.6,13.4,6.19,0.47,557.7,56.36,12.85
245.4,0.7728,0.6096,0.4835,0.804,35.6,14.9,7.02,2.9,578.6,26.77,12.47
397.9,0.8438,0.3694,0.2925,0.724,32.2,8.1,7.42,0.64,803.2,36.88,12.85
334.4,0.8176,0.4878,0.4591,0.8015,34.9,14.8,7.99,5.42,766.4,18.41,12.85
251.7,0.7098,0.1822,0.2576,0.5878,32.7,12.3,8.53,5.85,520.4,15.37,11.11
348.7,0.7594,0.4765,0.6482,0.78,30.3,8.1,6.78,0.47,637.6,37.58,12.85
228.9,0.7645,0.2664,0.3887,0.6384,24.7,10.8,7.91,0.06,290.5,80.71,11.56
456.4,0.7249,0.5157,0.4148,0.6465,31.3,8.4,5.68,1.83,882.4,16.94,12.85
287.3,0.7142,0.343,0.5664,0.68,30.7,13.3,9.2,0.9,538.0,64.41,12.85
392.3,0.7666,0.374,0.5541,0.7546,30.4,13.8,6.72,0.16,723.1,80.21,12.85
301.0,0.8298,0.5403,0.5349,0.7997,28.9,8.0,8.28,1.84,507.5,23.16,12.85
355.2,0.8837,0.2826,0.4201,0.8644,29.4,11.6,5.09,0.05,618.1,56.17,12.85
362.1,0.6654,0.3515,0.3325,0.5702,26.7,14.3,5.92,3.06,531.7,20.9,12.85
268.1,0.8783,0.495,0.5566,0.832,29.3,15.4,7.19,0.22,463.0,90.64,12.85
472.1,0.6255,0.3226,0.2438,0.4977,24.8,11.6,8.95,0.2,602.7,86.39,12.85
421.5,0.76,0.3948,0.4105,0.7083,33.3,15.6,7.37,0.29,896.7,88.9,12.85
464.3,0.6236,0.459,0.3023,0.5043,24.6,11.8,9.18,4.84,585.0,18.6,12.85
452.7,0.6618,0.1923,0.4065,0.5501,23.2,10.5,7.18,1.77,506.5,27.31,12.85
375.5,0.6804,0.3262,0.4222,0.6224,28.1,14.6,7.21,2.42,604.8,30.8,12.85
459.7,0.8462,0.445,0.7548,0.9365,31.2,11.4,5.54,0.76,883.3,35.99,12.85
243.0,0.7211,0.432,0.3973,0.672,28.1,11.2,8.61,0.61,391.9,59.98,12.21
271.0,0.7316,0.2951,0.5961,0.5918,25.9,11.4,6.11,0.4,375.9,49.79,12.36
231.8,0.707,0.207,0.2108,0.5641,29.8,14.6,9.05,0.98,412.9,66.72,11.51
304.6,0.7889,0.4777,0.4214,0.8281,26.9,14.5,9.1,1.2,452.6,59.81,12.85
321.1,0.6454,0.5125,0.5208,0.5327,35.1,10.6,9.24,1.5,740.4,39.34,12.85
290.6,0.5695,0.2625,0.5053,0.4253,34.9,10.0,7.34,0.45,665.9,50.77,12.38
435.5,0.7203,0.324,0.4133,0.6701,29.0,11.4,8.05,4.45,741.7,16.86,12.85
312.8,0.8029,0.4376,0.6082,0.7986,26.6,12.2,8.5,0.28,456.3,80.81,12.85
293.0,0.8045,0.5926,0.3931,0.8058,32.3,9.1,5.59,5.06,595.5,8.44,12.63
361.1,0.6733,0.2327,0.6074,0.5604,22.5,14.1,7.7,0.02,379.7,106.59,12.85
256.6,0.7746,0.361,0.528,0.6254,28.6,11.4,5.15,0.98,427.2,29.56,11.87
428.6,0.8973,0.5706,0.4276,1.04,26.7,10.0,7.24,0.61,630.4,45.04,12.85
239.4,0.7747,0.4545,0.3502,0.6828,34.9,8.0,5.7,0.89,547.9,23.94,11.67
476.6,0.8387,0.4932,0.4053,0.8685,22.2,9.1,5.82,1.27,484.6,23.49,12.85
420.8,0.839,0.3647,0.594,0.8751,29.7,15.5,6.64,0.86,746.4,55.57,12.85
271.7,0.8464,0.4146,0.4456,0.8682,32.4,9.7,6.95,0.8,553.4,37.53,12.78
221.4,0.8756,0.4547,0.3991,0.8421,28.8,8.5,7.8,1.98,371.8,22.32,11.38
432.0,0.8799,0.2064,0.3833,0.8365,23.2,11.1,5.33,1.74,483.7,21.73,12.85
403.8,0.6734,0.3029,0.4407,0.606,35.6,9.8,7.27,2.69,953.5,19.24,12.85
409.5,0.8225,0.369,0.5315,0.8746,29.3,7.3,5.82,0.43,706.5,29.76,12.85
420.5,0.8377,0.5743,0.5948,0.9164,30.6,9.9,7.58,1.41,782.1,31.17,12.85
239.3,0.6548,0.2906,0.476,0.5135,25.3,11.9,7.87,1.32,318.5,40.35,11.43
313.2,0.8029,0.1338,0.2832,0.6965,28.8,12.0,7.51,0.69,525.2,53.06,12.85
250.1,0.727,0.4118,0.6683,0.7242,28.0,10.2,8.32,1.0,400.4,42.51,12.21
444.4,0.7343,0.6177,0.4679,0.7096,23.0,11.0,6.51,0.56,491.0,45.87,12.85
382.1,0.8981,0.6261,0.6572,1.0245,23.5,15.7,8.44,0.23,438.8,107.74,12.85
306.0,0.749,0.3196,0.3532,0.6396,33.7,10.4,6.95,0.36,664.8,53.08,12.85
236.5,0.6947,0.2921,0.4166,0.6332,25.4,9.3,7.18,0.17,315.9,57.34,11.54
300.9,0.6975,0.4292,0.6357,0.6514,24.7,9.2,7.92,1.72,383.0,26.72,12.85
304.5,0.797,0.4377,0.7014,0.7992,29.1,11.1,5.08,1.62,519.8,21.56,12.85
409.7,0.7287,0.5207,0.6228,0.6523,32.8,13.8,7.94,4.51,850.6,19.94,12.85
385.8,0.8,0.1806,0.294,0.6549,22.9,8.9,7.78,1.96,419.2,23.26,12.85
450.7,0.6704,0.3153,0.3823,0.6002,30.1,13.4,6.39,0.08,814.6,79.23,12.85
342.8,0.8115,0.3673,0.6352,0.7326,23.7,7.2,5.39,3.23,400.0,9.15,12.74
251.1,0.6584,0.2926,0.3863,0.5686,22.5,10.8,5.41,2.98,263.9,14.64,11.31
405.4,0.7852,0.3639,0.6275,0.8224,22.7,14.0,9.15,0.88,435.4,68.14,12.85
417.8,0.7287,0.4777,0.4677,0.6508,33.7,10.0,8.1,1.32,905.7,35.06,12.85
365.9,0.8022,0.4631,0.4166,0.8345,23.7,12.1,5.57,5.6,426.4,10.19,12.85
420.5,0.8035,0.384,0.4738,0.7059,22.6,8.8,6.61,1.14,447.0,27.3,12.85
348.4,0.8653,0.3462,0.5339,0.9149,28.1,13.7,7.67,3.54,562.0,23.12,12.85
355.9,0.8741,0.4729,0.7567,0.9938,33.8,7.5,8.76,0.13,776.5,57.91,12.85
331.2,0.8061,0.2228,0.5785,0.6864,25.7,14.7,5.2,0.32,452.8,57.85,12.85
226.6,0.6018,0.131,0.4529,0.4442,27.9,8.8,6.06,0.87,360.4,28.46,9.8
248.1,0.7994,0.413,0.6788,0.7562,22.6,14.9,9.0,1.32,261.9,57.75,12.85
228.2,0.8494,0.1299,0.313,0.7391,28.3,10.2,5.04,2.54,371.6,14.48,10.36
385.5,0.6991,0.4413,0.5626,0.6594,30.1,13.5,5.91,6.67,697.2,10.4,12.85
301.7,0.7359,0.5972,0.549,0.7348,30.0,9.9,9.32,0.74,542.9,52.9,12.85
352.2,0.6589,0.3124,0.6071,0.567,26.7,15.2,7.76,0.07,516.2,109.61,12.85
456.0,0.6081,0.2276,0.51,0.4862,26.4,8.1,6.18,2.42,657.4,14.69,12.85
284.8,0.8472,0.4425,0.4068,0.8296,23.5,8.6,5.3,1.39,327.3,19.08,12.85
326.7,0.8173,0.3404,0.3806,0.8407,27.1,11.4,5.13,0.33,494.5,44.02,12.85
416.4,0.6081,0.098,0.571,0.4504,23.4,7.7,6.1,1.02,474.5,23.32,12.85
279.5,0.7349,0.4939,0.3711,0.6896,32.7,8.8,8.97,2.03,579.4,25.9,12.85
240.0,0.8668,0.2787,0.481,0.9045,35.5,15.5,6.87,2.21,564.7,33.2,11.87
295.3,0.7153,0.5554,0.4909,0.6685,35.6,15.8,8.24,1.04,696.4,63.83,12.85
261.9,0.8123,0.4359,0.4157,0.731,34.1,10.4,9.13,0.55,579.1,61.34,12.72
461.7,0.8567,0.5534,0.7018,0.9083,30.4,15.3,6.84,5.46,850.1,16.2,12.85
430.1,0.693,0.1356,0.571,0.5519,31.8,11.9,5.86,1.63,852.1,26.49,12.85
384.7,0.6986,0.2516,0.3617,0.5784,26.0,9.4,7.33,0.79,538.3,38.66,12.85
446.6,0.7917,0.5934,0.6157,0.8221,30.8,13.3,9.09,0.49,840.9,81.04,12.85
429.0,0.8903,0.469,0.3982,0.9766,28.4,12.9,8.62,1.97,702.6,37.52,12.85
268.5,0.5758,0.1944,0.3813,0.4206,28.7,15.9,5.3,0.42,449.7,59.48,11.86
452.1,0.8007,0.4899,0.582,0.7168,32.6,9.4,8.12,0.28,931.7,59.39,12.85
360.2,0.8388,0.1853,0.3233,0.7603,25.9,13.0,7.57,1.13,502.4,46.35,12.85
429.9,0.6363,0.2285,0.5144,0.5187,26.5,7.5,9.08,0.51,621.4,44.82,12.85
453.0,0.615,0.3194,0.407,0.4922,34.9,8.0,5.55,1.49,1039.4,17.91,12.85
302.7,0.5936,0.1025,0.2756,0.4446,22.8,7.0,7.4,0.19,326.5,43.83,12.85
248.6,0.69,0.4118,0.3337,0.6095,28.8,16.0,8.96,1.6,417.6,55.19,12.57
279.3,0.7613,0.3086,0.435,0.7505,34.8,14.2,6.85,0.5,636.1,64.91,12.71
331.0,0.77,0.367,0.4449,0.7442,30.5,14.1,7.17,0.0,613.9,100.91,12.85
432.7,0.8876,0.393,0.4585,0.9563,29.6,11.6,5.32,0.2,763.7,51.19,12.85
443.8,0.7303,0.4009,0.194,0.5913,25.5,9.7,6.25,4.07,599.0,11.97,12.85
221.8,0.8405,0.3838,0.6432,0.9225,26.8,8.4,6.46,3.03,328.4,13.4,10.14
352.8,0.8571,0.493,0.7475,0.9338,33.9,9.6,9.25,0.4,773.6,63.24,12.85
328.5,0.7552,0.5778,0.6307,0.7512,29.8,10.4,6.27,2.26,585.7,19.98,12.85
277.7,0.8043,0.6371,0.6547,0.8353,29.2,13.8,7.07,1.41,477.9,40.58,12.85
251.2,0.9023,0.4699,0.5153,1.044,23.4,11.9,8.02,5.31,286.2,15.08,12.23
307.8,0.8444,0.396,0.4451,0.8504,22.2,7.7,5.73,0.7,314.7,25.92,12.85
465.2,0.6742,0.2307,0.365,0.5506,35.5,7.2,7.19,1.72,1092.7,18.96,12.85
304.0,0.8871,0.3049,0.7128,0.9418,27.3,7.9,8.32,0.1,464.5,60.02,12.85
354.9,0.7219,0.5983,0.4574,0.6919,30.4,10.7,8.9,0.76,654.6,54.18,12.85
402.8,0.7965,0.3792,0.5997,0.8082,23.1,15.4,7.82,4.98,447.7,20.14,12.85
314.5,0.7766,0.513,0.4286,0.7393,31.6,12.7,8.01,1.16,615.4,47.2,12.85
472.7,0.6715,0.1372,0.3347,0.5244,35.1,14.2,5.57,0.51,1089.8,52.45,12.85
470.2,0.6713,0.2561,0.5174,0.5736,30.1,11.2,9.26,0.19,849.2,86.93,12.85
285.5,0.8435,0.4734,0.7011,0.9231,23.8,10.3,5.6,1.82,335.9,20.33,12.85
349.3,0.7383,0.3485,0.6713,0.6937,30.1,8.0,8.49,1.55,633.7,26.51,12.85
298.2,0.7582,0.4687,0.3769,0.7152,32.7,14.9,6.19,0.7,618.2,54.13,12.85
294.1,0.8028,0.3384,0.2705,0.7246,27.7,14.0,9.2,4.52,461.4,23.41,12.85
229.6,0.6581,0.2545,0.394,0.5573,34.3,8.5,8.24,0.03,512.4,67.86,11.42
378.5,0.7503,0.4936,0.7106,0.7554,31.1,11.6,8.39,0.54,722.2,63.15,12.85
350.7,0.7529,0.4816,0.5566,0.7277,34.6,11.4,5.99,3.81,792.2,14.17,12.85
233.4,0.7275,0.4616,0.4665,0.706,30.7,12.6,6.99,0.58,437.1,55.87,11.69
292.4,0.676,0.2782,0.3719,0.5911,23.8,15.5,7.78,0.44,346.2,84.06,12.85
456.1,0.7375,0.4818,0.6677,0.6994,26.3,12.2,8.46,1.15,653.9,48.19,12.85
282.3,0.6443,0.4499,0.6592,0.5245,24.8,11.9,5.47,2.6,362.0,18.0,12.63
257.7,0.7492,0.3774,0.4548,0.7278,34.7,7.5,9.33,0.16,585.5,59.78,12.85
347.3,0.7153,0.2711,0.5248,0.6378,32.6,7.6,9.01,4.3,716.9,12.86,12.85
476.3,0.7325,0.5307,0.5724,0.6631,31.5,8.7,6.22,2.38,927.3,15.99,12.85
282.9,0.7304,0.5202,0.7189,0.6917,26.2,7.3,8.7,0.3,402.1,48.82,12.85
394.8,0.8853,0.6062,0.5553,1.009,24.6,13.7,7.33,1.87,496.5,35.01,12.85
418.0,0.5889,0.3159,0.2197,0.4403,32.6,13.5,7.08,0.73,860.7,55.3,12.85
281.8,0.7279,0.483,0.4052,0.7112,28.6,8.2,6.41,0.77,468.8,29.77,12.85
409.3,0.878,0.2525,0.4042,0.8399,25.2,14.5,7.61,2.29,538.7,33.58,12.85
315.6,0.6837,0.3293,0.4649,0.5994,30.6,8.4,8.28,4.94,588.1,11.71,12.39
384.4,0.8148,0.1958,0.554,0.6743,22.6,9.7,6.85,0.2,406.1,55.28,12.85
384.7,0.7872,0.3925,0.4133,0.7106,26.6,9.2,7.83,0.82,560.4,39.79,12.85
359.3,0.7119,0.2881,0.5319,0.6447,28.6,10.4,8.15,0.98,595.0,42.51,12.85
243.5,0.8084,0.2642,0.3092,0.6765,24.1,9.3,8.2,0.71,293.9,44.61,11.83
437.2,0.6932,0.2463,0.5258,0.6182,35.8,11.4,5.23,0.68,1039.8,35.58,12.85
303.4,0.7471,0.4471,0.6606,0.7542,24.9,10.7,8.87,0.08,392.2,87.55,12.85
268.5,0.7047,0.4274,0.5719,0.5676,23.8,15.9,7.06,1.74,317.5,41.0,12.85
230.6,0.9124,0.4013,0.6075,1.0267,24.8,7.5,6.18,0.86,296.3,24.94,11.26
373.6,0.8136,0.433,0.6399,0.7722,32.8,8.3,6.09,0.32,775.9,38.04,12.85
396.2,0.7607,0.3732,0.6459,0.7379,28.0,7.5,7.17,2.54,632.2,15.15,12.85
224.3,0.6117,0.4995,0.2455,0.4903,29.9,12.6,8.99,2.43,401.9,33.08,12.06
353.1,0.6799,0.4227,0.4142,0.55,22.3,7.5,6.7,1.0,363.5,25.11,12.85
278.9,0.7905,0.1737,0.377,0.682,22.5,14.5,8.37,0.53,292.3,79.42,12.85
387.7,0.6597,0.3697,0.2144,0.5125,28.2,11.6,5.44,1.52,629.8,24.99,12.85
265.3,0.7108,0.1886,0.2171,0.5902,33.4,11.7,7.14,0.51,568.7,55.55,12.21
399.6,0.7265,0.5089,0.4899,0.6882,34.4,12.1,9.46,0.4,894.9,81.25,12.85
320.6,0.8941,0.4356,0.4594,1.0158,23.2,8.5,8.47,1.97,359.5,24.36,12.85
463.5,0.7486,0.4068,0.611,0.742,29.5,8.8,5.95,0.06,812.9,49.18,12.85
255.8,0.7809,0.434,0.5976,0.7741,34.8,9.9,7.26,0.15,582.7,62.31,12.85
308.7,0.5798,0.3503,0.4169,0.4378,27.4,12.3,6.05,0.01,476.3,73.93,12.85
249.5,0.7837,0.445,0.3625,0.7032,33.6,8.9,6.84,0.25,539.3,48.71,11.9
460.4,0.708,0.529,0.3652,0.6091,23.9,8.0,8.51,0.11,546.6,61.85,12.85
448.1,0.6213,0.3963,0.4987,0.4993,35.1,15.7,8.47,8.21,1034.9,14.47,12.85
287.1,0.8734,0.348,0.6417,0.8924,32.5,7.2,6.03,0.51,589.1,28.7,12.85
391.6,0.6741,0.27,0.4435,0.5993,35.2,14.2,9.15,0.24,907.7,104.75,12.85
432.5,0.702,0.2363,0.6137,0.6094,31.5,14.1,7.67,0.41,842.1,76.43,12.85
364.4,0.871,0.2668,0.4167,0.8465,27.1,9.7,6.71,4.13,549.7,12.66,12.85
357.7,0.8472,0.3832,0.486,0.9133,35.1,8.2,7.26,1.1,827.5,28.4,12.85
282.9,0.7565,0.41,0.4759,0.7512,25.9,8.3,7.72,0.68,392.0,38.19,12.85
244.2,0.8674,0.4307,0.3389,0.828,26.7,13.3,7.52,3.1,357.8,24.35,11.64
453.3,0.7946,0.3694,0.4478,0.8325,31.8,12.8,7.19,0.75,898.0,52.41,12.85
454.1,0.8461,0.4416,0.5715,0.9337,32.7,14.0,7.27,0.61,940.7,63.36,12.85
384.6,0.7138,0.3249,0.3528,0.6193,35.0,15.4,5.79,0.35,885.0,66.33,12.85
308.1,0.8778,0.5054,0.4014,0.8573,24.9,13.2,8.66,0.71,396.5,66.9,12.85
310.8,0.6836,0.4135,0.6155,0.6077,33.2,8.4,7.44,0.57,658.0,39.78,12.85
408.7,0.7223,0.5016,0.748,0.7163,32.3,9.2,5.59,1.7,831.4,19.05,12.85
453.2,0.7155,0.3728,0.6366,0.6985,22.9,14.6,8.45,0.51,493.7,81.41,12.85
450.6,0.6345,0.254,0.396,0.4917,27.4,8.9,9.2,1.29,694.9,35.65,12.85
422.8,0.856,0.4078,0.4127,0.8331,26.0,7.7,9.26,0.1,590.1,64.31,12.85
386.9,0.716,0.2644,0.3748,0.6577,26.3,13.3,6.66,0.32,551.9,67.34,12.85
241.9,0.8941,0.5399,0.6107,0.9254,35.8,10.6,5.61,0.78,574.7,33.39,12.14
262.0,0.872,0.3322,0.578,0.8013,31.0,15.3,7.33,4.15,497.8,21.77,11.55
453.6,0.8443,0.6312,0.4106,0.9136,32.0,12.9,5.51,0.71,909.4,41.38,12.85
377.7,0.7919,0.3625,0.6794,0.7903,35.7,7.8,9.2,1.64,894.0,27.28,12.85
222.4,0.7493,0.3502,0.5597,0.7464,27.3,15.5,5.83,0.44,339.8,62.76,10.91
246.4,0.769,0.5455,0.5268,0.781,33.2,9.3,6.14,0.2,523.0,47.55,12.13
392.5,0.8084,0.3459,0.5213,0.8299,28.1,10.0,6.83,0.09,631.3,62.85,12.85
221.3,0.8204,0.453,0.6506,0.789,34.2,10.6,6.72,0.55,490.7,46.17,11.07
261.8,0.6735,0.2977,0.6927,0.6077,24.5,7.5,8.58,0.26,328.0,50.89,11.84
362.7,0.7393,0.2052,0.5804,0.6189,35.3,11.5,7.05,0.29,843.8,62.87,12.85
399.9,0.8,0.3431,0.4909,0.803,25.1,8.1,5.77,2.15,522.4,14.87,12.85
389.5,0.8237,0.5016,0.378,0.7302,26.6,10.6,6.2,0.02,567.4,64.26,12.85
278.3,0.7272,0.3048,0.6283,0.6933,32.6,10.2,7.29,1.22,572.9,33.3,12.51
405.2,0.6773,0.2385,0.3571,0.559,27.5,14.0,5.66,0.72,628.5,46.07,12.85
281.7,0.7969,0.353,0.2512,0.6791,30.5,14.2,7.75,1.06,521.5,53.56,12.85
304.6,0.8489,0.1835,0.6174,0.7604,28.2,8.4,7.55,1.24,494.2,28.22,12.85
414.1,0.629,0.3203,0.3349,0.4694,32.4,10.3,8.22,0.56,844.5,54.11,12.85
388.9,0.7599,0.335,0.4651,0.7462,25.2,10.4,9.22,0.52,513.2,62.65,12.85
440.8,0.8464,0.5837,0.627,0.8934,22.8,8.4,9.11,1.98,476.9,25.53,12.85
391.0,0.6678,0.3324,0.5644,0.5886,26.2,14.2,9.26,3.08,555.2,32.23,12.85
367.8,0.8256,0.2775,0.3442,0.7279,28.6,13.4,6.1,0.32,612.0,61.73,12.85
244.4,0.7233,0.4343,0.2111,0.5839,24.4,8.7,5.59,0.15,301.8,42.22,11.91
315.6,0.5594,0.3443,0.2164,0.4061,27.0,10.3,6.36,3.42,472.4,14.82,12.23
289.0,0.7422,0.5005,0.3578,0.6235,27.6,8.0,9.03,0.65,450.8,43.62,12.85
283.4,0.7811,0.4898,0.4863,0.806,22.8,12.7,9.37,1.2,306.2,53.87,12.85
473.0,0.7609,0.3948,0.4739,0.6629,30.2,8.1,8.87,0.67,859.2,43.01,12.85
322.2,0.811,0.3204,0.3933,0.756,34.4,15.9,5.5,0.2,721.1,72.59,12.85
451.9,0.5731,0.3519,0.3867,0.4306,24.1,14.0,9.26,1.33,547.9,55.65,12.85
384.1,0.7546,0.3894,0.5519,0.6508,30.4,10.5,6.91,1.12,705.6,34.29,12.85
426.7,0.6808,0.3216,0.4153,0.6059,31.3,12.2,5.04,0.34,823.7,45.92,12.85
350.7,0.8472,0.5866,0.4872,0.869,27.9,15.2,6.99,0.9,556.6,55.88,12.85
370.0,0.8162,0.1902,0.4777,0.7372,31.8,12.0,5.21,2.39,733.2,18.41,12.85
348.1,0.8552,0.1347,0.1964,0.7354,27.8,8.6,7.45,1.34,548.2,27.29,12.85
270.8,0.7166,0.3087,0.6749,0.6335,29.1,10.4,6.52,0.15,462.1,58.89,12.68
407.8,0.7683,0.2842,0.4942,0.6707,22.1,14.6,7.13,1.19,412.0,47.47,12.85
293.0,0.6313,0.1843,0.6213,0.5059,31.7,12.8,7.76,1.82,576.7,35.22,12.81
226.3,0.8204,0.5947,0.4879,0.8861,31.3,12.9,8.91,2.36,435.9,34.09,12.41
387.8,0.6803,0.5757,0.4384,0.6175,22.5,14.8,7.98,1.49,408.7,47.47,12.85
266.0,0.8544,0.5008,0.5631,0.8701,27.2,15.0,6.95,0.25,403.2,83.8,12.85
464.5,0.669,0.2769,0.3976,0.5771,35.7,15.3,8.69,1.86,1101.2,46.45,12.85
468.0,0.6926,0.5561,0.5086,0.6086,27.9,7.9,9.08,1.7,743.7,26.43,12.85
457.9,0.7114,0.3771,0.4022,0.6496,29.0,11.9,5.54,0.04,779.6,63.54,12.85
316.2,0.7172,0.2968,0.5427,0.679,34.7,13.7,7.39,0.8,719.1,56.26,12.85
224.0,0.7353,0.3357,0.5594,0.7064,32.0,13.8,6.28,0.61,449.0,53.97,11.47
461.4,0.6839,0.2881,0.2318,0.5567,30.1,12.5,5.21,1.66,837.3,24.41,12.85
331.3,0.8644,0.5589,0.5858,0.8736,33.2,8.5,8.01,0.37,701.4,49.87,12.85
471.3,0.8859,0.2649,0.6286,0.8865,34.1,14.2,8.88,1.34,1041.7,53.8,12.85
470.5,0.7239,0.4463,0.5293,0.7106,28.4,13.5,5.73,3.67,771.5,16.56,12.85
441.8,0.758,0.5643,0.3576,0.73,28.7,7.8,8.66,2.4,735.6,19.81,12.85
296.6,0.7044,0.553,0.5392,0.6389,27.4,11.2,8.84,3.82,456.8,20.51,12.85
320.1,0.7145,0.1404,0.5933,0.5806,35.5,8.6,9.11,5.76,753.4,11.55,12.67
441.3,0.8757,0.3663,0.5695,0.9185,31.8,10.0,6.19,0.02,872.0,61.18,12.85
302.4,0.8289,0.1654,0.3735,0.7197,23.2,7.2,9.07,1.46,337.6,26.38,12.85
264.1,0.6992,0.2278,0.5929,0.6028,34.1,10.6,6.44,0.8,583.1,37.98,11.97
364.8,0.735,0.2599,0.3204,0.6101,28.7,11.9,7.49,2.95,610.2,22.66,12.85
463.4,0.8608,0.434,0.3639,0.911,23.0,12.6,5.23,0.44,508.0,45.81,12.85
401.0,0.7283,0.3333,0.4254,0.615,29.7,13.0,5.2,5.95,709.6,9.7,12.85
368.2,0.8751,0.4314,0.5172,0.8633,27.8,14.5,8.24,1.43,583.3,49.34,12.85
245.3,0.793,0.5014,0.5968,0.827,34.3,8.9,7.0,2.37,546.7,18.59,11.87
379.9,0.7938,0.2148,0.5861,0.697,24.9,8.1,6.15,0.13,488.4,43.86,12.85
477.4,0.7004,0.3624,0.3524,0.6301,33.6,14.7,5.86,0.3,1029.8,65.86,12.85
256.4,0.8084,0.2493,0.4985,0.7665,29.8,8.4,8.01,2.13,456.6,21.53,11.77
354.8,0.7026,0.2599,0.3921,0.5472,22.8,15.8,5.0,0.03,381.9,76.35,12.85
448.1,0.9124,0.4279,0.4899,1.0335,35.6,14.6,8.63,2.55,1057.8,35.47,12.85
412.6,0.8415,0.2112,0.3849,0.7214,29.2,11.5,5.36,0.02,708.7,60.37,12.85
401.2,0.7931,0.3568,0.4227,0.755,26.1,15.8,5.86,1.61,564.6,35.62,12.85
