cloud_pct,core_px,date,evi,gat_no,n_px,ndre,ndvi,ndwi
6.35915,39,2025-03-29,0.11443126946687698,13393,39,0.1179620623588562,0.2472103387117386,-0.04057961702346802
1.693726,39,2025-03-31,0.10471702367067337,13393,39,0.10209069401025772,0.22429180145263672,-0.06386199593544006
0.002241,39,2025-04-08,0.1499319076538086,13393,39,0.16480621695518494,0.2926967442035675,0.016333863139152527
1.607732,39,2025-04-18,0.19887904822826385,13393,39,0.20976577699184418,0.3673171401023865,0.061565376818180084
0.093506,39,2025-04-20,0.21820567548274994,13393,39,0.2112751454114914,0.41372033953666687,0.05085597559809685
0.165035,39,2025-04-28,0.25039586424827576,13393,39,0.2406698316335678,0.4254647493362427,0.09297892451286316
4.690331,39,2025-05-10,0.30754873156547546,13393,39,0.34352561831474304,0.5116733312606812,0.1780043989419937
76.669282,39,2025-05-18,0.35822486877441406,13393,39,0.38458365201950073,0.5424975752830505,0.257988840341568
1.638664,39,2025-06-07,0.4787157475948334,13393,39,0.4715239703655243,0.6990785598754883,0.30243420600891113
50.697255,39,2025-06-17,0.4214894771575928,13393,19,0.417904257774353,0.5982745289802551,0.2975187301635742
65.146887,39,2025-06-22,0.5082603693008423,13393,11,0.4825213849544525,0.6429595947265625,0.36746838688850403
55.605954,39,2025-08-11,0.5585250854492188,13393,35,0.5399050116539001,0.7290422916412354,0.33640334010124207
30.601466,39,2025-09-10,0.34360170364379883,13393,39,0.39761534333229065,0.5760549306869507,0.10944228619337082
49.029714,39,2025-09-25,0.25322064757347107,13393,13,0.26324838399887085,0.4126052260398865,0.11456219851970673
48.725718,39,2025-10-05,0.2724911868572235,13393,39,0.3081522583961487,0.45416978001594543,0.09511160105466843
0.077784,39,2025-10-10,0.2664826214313507,13393,39,0.31482791900634766,0.45634135603904724,0.08074774593114853
59.156805,39,2025-10-15,0.24354049563407898,13393,39,0.25602906942367554,0.41438597440719604,0.07219832390546799
12.903069,39,2025-10-17,0.23606747388839722,13393,39,0.30420923233032227,0.4329293668270111,0.013864796608686447
66.442037,7,2024-10-05,0.5408203601837158,13702,7,0.5573829412460327,0.7299320697784424,0.28612253069877625
7.112063,7,2024-10-25,0.4785803258419037,13702,7,0.5439361333847046,0.7366257309913635,0.1750260442495346
0.003472,7,2024-10-30,0.4449487030506134,13702,7,0.5144298076629639,0.7039173245429993,0.18801289796829224
6.759663,7,2024-11-04,0.4644303023815155,13702,7,0.5133844614028931,0.7033951878547668,0.2077917903661728
6.121191,7,2024-11-09,0.36453408002853394,13702,7,0.421679824590683,0.5755923986434937,0.20230694115161896
1.28597,7,2024-11-14,0.44628286361694336,13702,7,0.4822791516780853,0.6732737421989441,0.20955528318881989
0.003448,7,2024-11-19,0.4462495446205139,13702,7,0.513526439666748,0.6826874017715454,0.22815275192260742
7.832255,7,2024-11-24,0.4126383364200592,13702,7,0.4653160274028778,0.6285773515701294,0.2361907809972763
0.000165,7,2024-11-29,0.4518575072288513,13702,7,0.4940800070762634,0.6892618536949158,0.22515253722667694
61.751783,7,2024-12-04,0.42625924944877625,13702,7,0.46724778413772583,0.6277393698692322,0.1653597354888916
35.211059,7,2024-12-09,0.3579607903957367,13702,7,0.4684521555900574,0.6382179260253906,0.21411201357841492
0.000142,7,2024-12-14,0.1726609170436859,13702,7,0.228775754570961,0.30446857213974,-0.017933040857315063
0.716274,7,2024-12-19,0.09495937824249268,13702,7,0.1339876651763916,0.2619856595993042,-0.11662040650844574
9.597635,7,2024-12-24,0.08093096315860748,13702,7,0.07919599860906601,0.16976402699947357,0.026996586471796036
1.314182,7,2025-01-03,0.09555183351039886,13702,7,0.15275511145591736,0.254270076751709,-0.1902647763490677
37.913543,7,2025-01-13,0.1372327208518982,13702,7,0.1605118215084076,0.30579060316085815,0.03217146918177605
0.000315,7,2025-03-14,0.07047472894191742,13702,7,0.06590229272842407,0.16890448331832886,-0.10913409292697906
0.001706,7,2025-03-19,0.08036310225725174,13702,7,0.05697980895638466,0.1845552772283554,-0.0580766499042511
0.00016,7,2025-03-24,0.10342361778020859,13702,7,0.13155841827392578,0.23896655440330505,-0.050717543810606
6.35915,7,2025-03-29,0.1517006754875183,13702,7,0.15411627292633057,0.32252955436706543,-0.03784088045358658
1.693726,7,2025-03-31,0.14067256450653076,13702,7,0.0927281454205513,0.3058221936225891,-0.08132338523864746
0.002241,7,2025-04-08,0.10632175952196121,13702,7,0.12567414343357086,0.2466656118631363,-0.021775489673018456
1.607732,7,2025-04-18,0.11138606071472168,13702,7,0.12432388216257095,0.253011018037796,-0.011719959788024426
0.093506,7,2025-04-20,0.11804129928350449,13702,7,0.16590498387813568,0.27181094884872437,-0.0013037987519055605
11.797158,7,2025-04-23,0.12307097762823105,13702,7,0.1451554000377655,0.25988808274269104,0.014552950859069824
0.165035,7,2025-04-28,0.12501764297485352,13702,7,0.15516553819179535,0.2781706750392914,0.028942998498678207
18.57598,7,2025-05-03,0.1414387822151184,13702,7,0.15077707171440125,0.2986476421356201,0.018856579437851906
4.690331,7,2025-05-10,0.14833730459213257,13702,7,0.16104233264923096,0.3386368751525879,0.02609274722635746
76.669282,7,2025-05-18,0.17671869695186615,13702,7,0.13864760100841522,0.4082765579223633,0.043685317039489746
1.638664,7,2025-06-07,0.295150488615036,13702,7,0.29740551114082336,0.5585164427757263,0.1419350951910019
55.605954,7,2025-08-11,0.5528525710105896,13702,7,0.5848281383514404,0.7436635494232178,0.3744640350341797
30.601466,7,2025-09-10,0.5382657051086426,13702,7,0.5905576944351196,0.7669661045074463,0.30389001965522766
63.880867,7,2025-09-30,0.5567923784255981,13702,7,0.5605936050415039,0.7795077562332153,0.28410857915878296
48.725718,7,2025-10-05,0.4314751923084259,13702,7,0.4235624372959137,0.6301947832107544,0.23741519451141357
0.077784,7,2025-10-10,0.4854137599468231,13702,7,0.5362303853034973,0.731069803237915,0.2610701322555542
59.156805,7,2025-10-15,0.3108329474925995,13702,7,0.33240917325019836,0.5023075938224792,0.2262582778930664
12.903069,7,2025-10-17,0.48348069190979004,13702,7,0.5360345244407654,0.7427731156349182,0.24708513915538788
